TICKET_ID,MOIS_VENTE,PRIX_NET,FAMILLE,UNIVERS,MAILLE,LIBELLE,CLI_ID
34507181,6,9.95,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,C JR RIDES+ECLAT SV 50ml,902611867
34947431,7,1.95,MAQUILLAGE,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL NOIR 81 LUM4 1,3gr",902611867
34947431,7,9.95,MAQUILLAGE,MAQ_YEUX Mascara Vertige,MAQ_YEUX_MASCA_HG,MASCARA VOL VERTIGE NOIR CN3 9ML,902611867
34947431,7,9.95,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,C JR RIDES+ECLAT SV 50ml,902611867
35454139,9,6.95,MAQUILLAGE,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE NOIR 01 CN3 0.3G,902611867
35454139,9,26.9,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,Fluide AR RICHE CREME2 FL50ml,902611867
36290777,12,4.5,MAQUILLAGE,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE NOIR 01 CN3 0.3G,902611867
36290777,12,10.95,SOINS DU VISAGE,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+ECLAT CR NUIT P50ml SV40,902611867
33024097,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,D LOTUS DU LAOS JDM3 200ML,902617799
33024097,1,7.45,SOINS DU VISAGE,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JR PARF BIO.SPE AC.SENT.50ML,902617799
33024097,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD FL200ML JDM PAMPLEMOUSSE,902617799
33172519,1,30,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP EVIDENCE 50ML RELIFTING,902617799
33172519,1,9.95,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,C JR RIDES+ECLAT SV 50ml,902617799
33172519,1,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,902617799
33567929,3,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,902617799
33567929,3,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,902617799
33567929,3,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,902617799
33648417,3,15.9,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP 30ML SO ELIXIR PURPLE,902617799
33648417,3,15.9,PARFUMAGE,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP 30ML SO ELIXIR PURPLE,902617799
33648417,3,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM RIZ DU LAOS FL 200ML,902617799
33648417,3,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,902617799
33648417,3,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,902617799
33903347,4,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM RIZ DU LAOS FL 200ML,902617799
33903347,4,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,902617799
33903347,4,12.9,PARFUMAGE,PARF_EAUX PARFUMS,PARF_PARFUM,EDT  UMAJ  100ML  CERISIERS EN FLEURS,902617799
33903347,4,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,902617799
34063096,5,8.9,SOINS DU VISAGE,VIS_MASQUE PUR,VIS_PUR,GOMMAGE DOUCEUR PURE CAL 75ml,902617799
34063096,5,3,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CR MAINS ET ONGLES T75ml,902617799
34063096,5,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,902617799
34139367,5,5.9,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,902617799
34139367,5,5,SOINS DU VISAGE,VIS_CJOUR PUR,VIS_PUR,CR REGENERAT J/N50ml PURE CAL,902617799
34139367,5,17,PARFUMAGE,PARF_APRES RASAGE,PARF_HOMME,ARA SPLASH TRANSAT 100ML,902617799
34433457,6,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,902617799
34433457,6,7.5,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC JAMB SOS JLOURDES F200ml,902617799
34433457,6,12.5,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75 ML TRANSAT,902617799
34433457,6,12.5,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75 ML TRANSAT,902617799
34616731,7,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,902617799
34616731,7,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,902617799
35028757,8,7.5,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC JAMB SOS JLOURDES F200ml,902617799
35028757,8,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,902617799
35028757,8,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,902617799
35028757,8,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,902617799
35156350,8,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 RIZ VIOLET FL200 ML,902617799
35156350,8,5.9,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds gommage T50ml,902617799
35156350,8,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,902617799
35156350,8,6.75,HYGIENE,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,GD 200 ML SO ELIXIR PURPLE,902617799
35156350,8,4.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,BASE ONGLES LISS/LUMIN MANUC CN3 10ML,902617799
35412747,9,11,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,SOIN TEINTE SV3 50ML,902617799
35616998,10,5.9,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,902617799
35804829,10,4.25,HYGIENE,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,902617799
35804829,10,12.9,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,902617799
35912306,11,15,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC JAMB SOS JLOURDES F200ml,902617799
35912306,11,12.5,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75 ML TRANSAT,902617799
36300633,12,14,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,RIDES+FERMETE JOUR P50ml SV40,902617799
33029898,1,12.5,SOINS DU VISAGE,VIS_MASQUE AAAR,VIS_AAAR_HORS_DEMAQLOTION,MASQUE SUPRA LIFT OV/LIF T40ML,902631362
33029898,1,4.45,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LAIT DEM BIO.SPE.AC.SENS.150ML,902631362
33029898,1,6.95,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CONTOUR YX BS AC.SENS.15ML,902631362
33247191,1,14.9,SOLAIRES,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA Soin Lift Vis T50 INTER,902631362
33608765,3,5.45,SOLAIRES,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA JAMBES D'ETE  T75 INTER,902631362
33608765,3,9.45,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,RED RIDE YX BIOSPEC T15,902631362
33608765,3,4.95,SOINS DU CORPS,SOINS CORPS ANTI-AGE,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS ANTIRIDES RC T50ml,902631362
33779646,4,8.9,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LAIT DEM BIO.SPE.AC.SENS.150ML,902631362
33779646,4,4.45,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,DEMAQ YX BS AC.SENS 150ML,902631362
34010434,4,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,902631362
34010434,4,6.95,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CONTOUR YX BS AC.SENS.15ML,902631362
34010434,4,4.95,SOINS DU CORPS,SOINS CORPS ANTI-AGE,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS ANTIRIDES RC T50ml,902631362
34257415,5,7.45,SOLAIRES,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA Soin Lift Vis T50 INTER,902631362
34257415,5,8.9,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LAIT DEM BIO.SPE.AC.SENS.150ML,902631362
34257415,5,8.9,SOINS DU VISAGE,VIS_LOTIONS Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LTN DERM/AP BIO.SPE.AC.SENS.150ML,902631362
34257415,5,8.9,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,DEMAQ YX BS AC.SENS 150ML,902631362
34560712,6,5.45,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,902631362
34560712,6,4.45,SOINS DU VISAGE,VIS_MASQUE PUR,VIS_PUR,GOMMAGE DOUCEUR PURE CAL 75ml,902631362
34560712,6,9.45,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,RED RIDE YX BIOSPEC T15,902631362
34560712,6,9.45,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,RED RIDE YX BIOSPEC T15,902631362
34750453,7,19,SOINS DU VISAGE,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,902631362
34750453,7,6.95,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CONTOUR YX BS AC.SENS.15ML,902631362
34750453,7,7.75,MAQUILLAGE,MAQ_LEV BRILLANT,MAQ_LEV_BASPRIX,GLOSS SEXYPULP CRISTAL 08 CN3 10ML,902631362
34750453,7,3.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC pieds cr nourr T50ml,902631362
35035467,8,4.95,MAQUILLAGE,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,LIPLINER RETRAC BOIS ROS71 CN3 2013 0.3G,902631362
35035467,8,7.25,MAQUILLAGE,MAQ_TEINT Fard a joues,MAQ_TEINT,BLUSH NAT MAT/ROSE CN3 7G,902631362
35035467,8,6.95,MAQUILLAGE,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,"FAP MONO 2013 CN3   ARGENT  2,5G",902631362
35282613,9,5,SOINS DU CORPS,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,902631362
35282613,9,9.95,MAQUILLAGE,MAQ_TEINT Font teint,MAQ_TEINT,FDT PUR LIGH BGE 500 TT TR MAT CN3 30ML,902631362
35580462,10,14.9,SOLAIRES,SOL_AUTOBRONZANTS,SOLAIRE,AB SVA Soin Lift Vis T50 INTER,902631362
36036991,11,12.5,SOINS DU VISAGE,VIS_MASQUE AAAR,VIS_AAAR_HORS_DEMAQLOTION,MASQUE SUPRA LIFT OV/LIF T40ML,902631362
36036991,11,13.9,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CONTOUR YX BS AC.SENS.15ML,902631362
36216211,12,4.45,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LAIT DEM BIO.SPE.AC.SENS.150ML,902631362
36216211,12,4.45,SOINS DU VISAGE,VIS_LOTIONS Jeunes Specifique,VIS_JEUNE_ET_LEVRE,LTN DERM/AP BIO.SPE.AC.SENS.150ML,902631362
36216211,12,4.45,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,DEMAQ YX BS AC.SENS 150ML,902631362
33362743,2,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC ECLAT COULEUR AP SH 150ML,902664636
35571171,10,2.95,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC ECLAT COULEUR AP SH 150ML,902664636
35571171,10,18,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J PX N a M ELIXIR 7.9 P40ML,902664636
36055520,11,12.95,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASCARA DEPLOYE NOIR 01 CN3 9ML,902664636
33220872,1,13,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,DUO PDRE HAL/MAT02 AX/SOLA CN3 20G,902674742
33512354,3,19.9,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J PX N a M ELIXIR 7.9 P40ML,902674742
33615001,3,6.9,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NUTRI GEL NETT T125ML,902674742
33615001,3,8.9,MAQUILLAGE,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY REG LYS/NACR IT/COL FEV14 LU4 3,25G",902674742
33615001,3,4.45,MAQUILLAGE,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILLANCE ROS/PASTEL CN3 5.5ml,902674742
34435822,6,18,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR AA JR PxSECHE ELIXIR P40ml,902674742
34435822,6,4.95,SOINS DU VISAGE,VIS_SOIN HOMMES,VIS_HOMMES,B.A.R SENSITIVE 100ML,902674742
34797584,7,5.95,MAQUILLAGE,MAQ_LEV RAL Brillance,MAQ_LEV_RAL_HMG,RAL BRILLANCE LITCHI21 CN3 3.5G,902674742
34797584,7,5,SOINS DU VISAGE,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,SER BOUCLIER ANTIOXY24H 30mlCS,902674742
34945211,7,1.5,SOINS DU CORPS,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT MURE PN2 FL50ML,902674742
34945211,7,1.95,HYGIENE,HYG_DOUCHE EDT ETE,HYG_MONOI_ET_EDIT_SPEC,GEL DOUCHE ETE 2014 200 ML,902674742
34945211,7,3.5,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT MURE PN2 20ML,902674742
35305296,9,18,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR AA JR PxSECHE ELIXIR P40ml,902674742
35305296,9,3.45,SOINS DU VISAGE,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NUTRI GEL NETT T125ML,902674742
35535414,9,8.95,MAQUILLAGE,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE RGE/GOUR33 CN3 2013 3,7G",902674742
35535414,9,14.75,MAQUILLAGE,MAQ_YEUX Fard,MAQ_YEUX_MASCA_EYEL_FARD,"QUATUOR FAP BRUN INCAN06 2014 CN3 4x1,2G",902674742
36096138,11,36,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J PX N a M ELIXIR 7.9 P40ML,902674742
36339932,12,13,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,DUO PDRE HAL/MAT02 AX/SOLA CN3 20G,902674742
33283206,1,3.95,MAQUILLAGE,MAQ_YEUX Mascara Basic,MAQ_YEUX_CLASSIQUE,"MASCARA BEAUTE NOIR 81 LUM4 6,5ML",902690928
33283206,1,4.25,MAQUILLAGE,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL ROSE SORBET 13 LUM4 3,5G",902690928
34224648,5,14.5,MAQUILLAGE,MAQ_TEINT Fard a joues,MAQ_TEINT,BLUSH NAT MAT/ROSE CN3 7G,902690928
34224648,5,17.9,MAQUILLAGE,MAQ_YEUX Mascara SexyPulp,MAQ_YEUX_MASCA_EYEL_FARD,MASC SEXYPULP BRUN 02 CN3 9ML,902690928
35633139,10,4.25,MAQUILLAGE,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL ROSE SORBET 13 LUM4 3,5G",902690928
33441214,2,7.95,SOINS DU VISAGE,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR ANT/ROUG B/SP AC.SENS P50,902692520
33968550,4,3.95,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,BIO NUT CR NUT MAINS CULT BIO2 50ML,902692520
34029745,5,15.6,PARFUMAGE,PARF_EAUX PARFUMS,PARF_PARFUM,EDT  UN MATIN AU JARDIN  100ML  MUGUET,902692520
34029745,5,3,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,902692520
34581381,6,2.95,SOINS DU CORPS,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,902692520
35174407,8,9,SOINS DU VISAGE,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,BB CREME MEDIUM PEAU PARFAITE T50ML,902692520
35826941,11,13,PARFUMAGE,PARF_EAUX PARFUMS,PARF_PARFUM,EDT  UN MATIN AU JARDIN  100ML  MUGUET,902692520
32995859,1,3.95,CAPILLAIRES,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,902696638
32995859,1,3.95,CAPILLAIRES,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,902696638
32995859,1,10.75,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK CONTOUR YEUX RC2 P15ml,902696638
32995859,1,10.75,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK CONTOUR YEUX RC2 P15ml,902696638
33640666,3,16.25,SOINS DU VISAGE,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN NUIT RC2 P 50ml,902696638
33640666,3,14,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,902696638
33015550,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM GRENADE FL200ML,902701157
33015550,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,D LOTUS DU LAOS JDM3 200ML,902701157
33015550,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD FL YLANG COMORES 200ML JDM3,902701157
33015550,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD FLEUR DE TIARE JDM3 200ML,902701157
33015550,1,3.4,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD VANILLE ED OR 400ML 2013,902701157
33015550,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM LAVANDIN PROVENCE FL 200ML,902701157
33015550,1,1.5,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD FL200ML JDM PAMPLEMOUSSE,902701157
33405965,2,2.95,CAPILLAIRES,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC ANTIPELL SH TRAITANT FL200ML,902701157
33405965,2,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC REFLETS SH REF DOR FL200ML,902701157
33405965,2,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD VANILLE PN2 FL400ML,902701157
33405965,2,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL400ML,902701157
33405965,2,3.34,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAISE PN2 FL400ML,902701157
33723288,3,5.9,CAPILLAIRES,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC ANTIPELL SH TRAITANT FL200ML,902701157
33723288,3,10.75,SOINS DU VISAGE,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK CONTOUR YEUX RC2 P15ml,902701157
33723288,3,7.3,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,902701157
33723288,3,1.95,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,902701157
33916151,4,3.9,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,902701157
33916151,4,3.9,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 GRENADE FL200ML,902701157
33916151,4,3,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,902701157
33916151,4,2.25,HYGIENE,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM JDM FLEUR DE LOTUS FP200ML,902701157
33916151,4,3,HYGIENE,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 ORANGE FL 200ML,902701157
34390215,6,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT VANILLE T200 ML,902701157
34390215,6,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT VANILLE T200 ML,902701157
34390215,6,3.34,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT MURE T200 ML,902701157
34390215,6,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT PECHE T200 ML,902701157
34390215,6,3.33,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAMBOISE T200 ML,902701157
34390215,6,3.34,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAMBOISE T200 ML,902701157
34813802,7,11.8,CAPILLAIRES,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC ANTIPELL SH TRAITANT FL200ML,902701157
34813802,7,5,PARFUMAGE,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC FRAICHEUR VERVEINE 125ML,902701157
34959946,7,6.45,PARFUMAGE,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC FRAICHEUR VERVEINE 125ML,902701157
34959946,7,1.95,HYGIENE,HYG_DOUCHE EDT ETE,HYG_MONOI_ET_EDIT_SPEC,GEL DOUCHE ETE 2014 200 ML,902701157
34959946,7,2.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,902701157
34959946,7,8.95,MAQUILLAGE,MAQ_YEUX Mascara SexyPulp,MAQ_YEUX_MASCA_EYEL_FARD,MASC SEXYPULP BRUN 02 CN3 9ML,902701157
35427837,9,3.95,HYGIENE,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT MURE T200 ML,902701157
35427837,9,1,SOINS DU CORPS,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS T30 CACAO ET FRAMBOISE,902701157
35427837,9,7.2,SOINS DU VISAGE,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,902701157
35865243,11,5.9,CAPILLAIRES,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,902701157
36054560,11,16.9,PARFUMAGE,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,902701157
36204105,12,7.9,PARFUMAGE,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT  POIRE CARAMEL  PN 100ML  VPM,902701157
36204105,12,1.95,HYGIENE,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GD CACAO ORANGE 200 Ml,902701157
36204105,12,2.95,SOINS DU VISAGE,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,902701157
36204105,12,7.45,MAQUILLAGE,MAQ_YEUX Mascara Specifique,MAQ_YEUX_MASCA_EYEL_FARD,MASC VOLUME BRUN CN3 2009 5ML,902701157
33649928,3,4.5,HYGIENE,HYG_DEO JARDINMONDE,HYG_JDM,DEO JDM4 COTON  FL50ML,902703749
34568429,6,2.95,CAPILLAIRES,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC REFLETS SH REF ARG FL200ML,902703749
34568429,6,2.95,MAQUILLAGE,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,902703749
34006745,4,11.95,MAQUILLAGE,MAQ_TEINT Poudres,MAQ_TEINT,DUO BRONZER HALE LEGER CN3 10.5G,902703979
